sale_id,date,product_id,contract_id,qty,price,revenue,product_name,category,type,min_price,max_price,is_active,client,contracted_monthly_qty,contracted_price,duration_days,year,month,quarter,week,ym,weekday,total_material_cost,material_cost_total,gross_margin,margin_pct
3458,2024-03-13,SW,CON_3,124,1343,166532,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2024,3,1,11,2024-03,Wednesday,76,9424,157108,94.34
3459,2023-12-14,BL_IND,CON_1,129,4982,642678,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2023,12,4,50,2023-12,Thursday,86,11094,631584,98.27
3460,2022-11-14,MX_IND,CON_8,107,11099,1187593,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2022,11,4,46,2022-11,Monday,59,6313,1181280,99.47
3461,2020-07-03,ESP,CON_13,131,9292,1217252,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2020,7,3,27,2020-07,Friday,58,7598,1209654,99.38
3462,2020-09-05,AF_75,CON_23,113,7155,808515,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2020,9,3,36,2020-09,Saturday,47,5311,803204,99.34
3463,2023-10-24,EX_FLAT,CON_20,114,1885,214890,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2023,10,4,43,2023-10,Tuesday,71,8094,206796,96.23
3464,2024-08-31,BL_IND,CON_1,118,5528,652304,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,8,3,35,2024-08,Saturday,86,10148,642156,98.44
3465,2022-10-14,SW,CON_3,104,1871,194584,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2022,10,4,41,2022-10,Friday,76,7904,186680,95.94
3466,2021-09-22,BL_IND,CON_1,125,5411,676375,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2021,9,3,38,2021-09,Wednesday,86,10750,665625,98.41
3467,2021-09-23,BL_IND,CON_1,111,6876,763236,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2021,9,3,38,2021-09,Thursday,86,9546,753690,98.75
3468,2022-04-08,MX_IND,CON_15,126,7253,913878,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2022,4,2,14,2022-04,Friday,59,7434,906444,99.19
3469,2020-02-16,FAN_STD,CON_6,130,2203,286390,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2020,2,1,7,2020-02,Sunday,88,11440,274950,96.01
3470,2020-11-29,BL_KIT,CON_9,112,3352,375424,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2020,11,4,48,2020-11,Sunday,102,11424,364000,96.96
3471,2023-10-26,FAN_STD,CON_6,109,2234,243506,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,10,4,43,2023-10,Thursday,88,9592,233914,96.06
3472,2024-03-27,AF_75,CON_14,116,8119,941804,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2024,3,1,13,2024-03,Wednesday,47,5452,936352,99.42
3473,2020-05-26,EX_FLAT,CON_20,135,1950,263250,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2020,5,2,22,2020-05,Tuesday,71,9585,253665,96.36
3474,2024-11-06,FAN_STD,CON_7,110,1886,207460,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2024,11,4,45,2024-11,Wednesday,88,9680,197780,95.33
3475,2022-09-14,FAN_STD,CON_7,106,2220,235320,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2022,9,3,37,2022-09,Wednesday,88,9328,225992,96.04
3476,2024-07-12,EX_CIRC,CON_24,102,2248,229296,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2024,7,3,28,2024-07,Friday,88,8976,220320,96.09
3477,2021-12-15,EX_FLAT,CON_20,119,1981,235739,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2021,12,4,50,2021-12,Wednesday,71,8449,227290,96.42
3478,2022-07-25,ESP,CON_10,120,8188,982560,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,7,3,30,2022-07,Monday,58,6960,975600,99.29
3479,2024-08-24,SW,CON_3,111,1871,207681,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2024,8,3,34,2024-08,Saturday,76,8436,199245,95.94
3480,2020-04-30,BL_IND,CON_1,112,6656,745472,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2020,4,2,18,2020-04,Thursday,86,9632,735840,98.71
3481,2021-10-14,BL_CHOP,CON_5,132,2324,306768,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2021,10,4,41,2021-10,Thursday,39,5148,301620,98.32
3482,2022-01-14,BL_KIT,CON_9,134,3487,467258,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2022,1,1,2,2022-01,Friday,102,13668,453590,97.07
3483,2023-09-01,ESP,CON_13,123,9741,1198143,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2023,9,3,35,2023-09,Friday,58,7134,1191009,99.4
3484,2023-09-06,SW,CON_3,135,1239,167265,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2023,9,3,36,2023-09,Wednesday,76,10260,157005,93.87
3485,2022-10-31,AF_75,CON_14,125,6572,821500,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2022,10,4,44,2022-10,Monday,47,5875,815625,99.28
3486,2023-05-25,EX_FLAT,CON_20,110,2107,231770,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2023,5,2,21,2023-05,Thursday,71,7810,223960,96.63
3487,2024-10-14,ESP,CON_13,128,6915,885120,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2024,10,4,42,2024-10,Monday,58,7424,877696,99.16
3488,2022-10-21,BL_CHOP,CON_5,106,1851,196206,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2022,10,4,42,2022-10,Friday,39,4134,192072,97.89
3489,2023-09-06,EX_FLAT,CON_4,108,1721,185868,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2023,9,3,36,2023-09,Wednesday,71,7668,178200,95.87
3490,2021-09-07,EX_CIRC,CON_24,132,2360,311520,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2021,9,3,36,2021-09,Tuesday,88,11616,299904,96.27
3491,2021-09-18,EX_CIRC,CON_18,129,2709,349461,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2021,9,3,37,2021-09,Saturday,88,11352,338109,96.75
3492,2022-09-10,AF_5,CON_19,137,4591,628967,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2022,9,3,36,2022-09,Saturday,74,10138,618829,98.39
3493,2023-12-16,BL_CHOP,CON_5,137,1811,248107,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2023,12,4,50,2023-12,Saturday,39,5343,242764,97.85
3494,2022-02-07,EX_FLAT,CON_12,113,1716,193908,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2022,2,1,6,2022-02,Monday,71,8023,185885,95.86
3495,2021-11-09,EX_CIRC,CON_24,126,2181,274806,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2021,11,4,45,2021-11,Tuesday,88,11088,263718,95.97
3496,2022-09-04,FAN_STD,CON_6,116,1807,209612,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2022,9,3,35,2022-09,Sunday,88,10208,199404,95.13
3497,2020-01-05,AF_5,CON_19,104,5693,592072,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2020,1,1,1,2020-01,Sunday,74,7696,584376,98.7
3498,2023-09-25,EX_FLAT,CON_20,119,1809,215271,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2023,9,3,39,2023-09,Monday,71,8449,206822,96.08
3499,2024-04-13,BL_KIT,CON_9,120,3367,404040,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2024,4,2,15,2024-04,Saturday,102,12240,391800,96.97
3500,2023-05-15,BL_CHOP,CON_11,125,2010,251250,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2023,5,2,20,2023-05,Monday,39,4875,246375,98.06
3501,2020-08-05,ESP,CON_13,117,6148,719316,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2020,8,3,32,2020-08,Wednesday,58,6786,712530,99.06
3502,2024-11-30,BL_CHOP,CON_11,108,1919,207252,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2024,11,4,48,2024-11,Saturday,39,4212,203040,97.97
3503,2021-11-01,MX_IND,CON_17,118,9046,1067428,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2021,11,4,44,2021-11,Monday,59,6962,1060466,99.35
3504,2021-02-11,EX_CIRC,CON_24,111,2616,290376,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2021,2,1,6,2021-02,Thursday,88,9768,280608,96.64
3505,2023-01-28,AF_5,CON_19,119,6150,731850,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2023,1,1,4,2023-01,Saturday,74,8806,723044,98.8
3506,2021-12-14,ESP,CON_13,122,9087,1108614,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2021,12,4,50,2021-12,Tuesday,58,7076,1101538,99.36
3507,2021-07-05,BL_CHOP,CON_11,127,2476,314452,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2021,7,3,27,2021-07,Monday,39,4953,309499,98.42
3508,2021-10-20,BL_KIT,CON_21,116,2969,344404,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2021,10,4,42,2021-10,Wednesday,102,11832,332572,96.56
3509,2020-02-04,EX_CIRC,CON_24,96,2657,255072,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2020,2,1,6,2020-02,Tuesday,88,8448,246624,96.69
3510,2020-11-15,MX_IND,CON_22,121,6900,834900,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_22,450,11307,1826,2020,11,4,46,2020-11,Sunday,59,7139,827761,99.14
3511,2023-01-11,EX_FLAT,CON_20,129,2081,268449,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2023,1,1,2,2023-01,Wednesday,71,9159,259290,96.59
3512,2020-05-06,FAN_STD,CON_7,133,2022,268926,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2020,5,2,19,2020-05,Wednesday,88,11704,257222,95.65
3513,2024-12-14,BL_CHOP,CON_5,115,2579,296585,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2024,12,4,50,2024-12,Saturday,39,4485,292100,98.49
3514,2020-11-06,AF_75,CON_23,114,8810,1004340,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2020,11,4,45,2020-11,Friday,47,5358,998982,99.47
3515,2020-08-15,BL_CHOP,CON_11,122,1903,232166,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2020,8,3,33,2020-08,Saturday,39,4758,227408,97.95
3516,2024-03-06,EX_FLAT,CON_4,130,2040,265200,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2024,3,1,10,2024-03,Wednesday,71,9230,255970,96.52
3517,2021-09-28,BL_KIT,CON_21,127,3418,434086,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2021,9,3,39,2021-09,Tuesday,102,12954,421132,97.02
3518,2021-12-21,BL_CHOP,CON_16,123,1878,230994,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2021,12,4,51,2021-12,Tuesday,39,4797,226197,97.92
3519,2023-02-22,AF_75,CON_23,109,8355,910695,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2023,2,1,8,2023-02,Wednesday,47,5123,905572,99.44
3520,2021-01-17,EX_FLAT,CON_4,117,2148,251316,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2021,1,1,2,2021-01,Sunday,71,8307,243009,96.69
3521,2024-06-06,BL_IND,CON_1,132,6562,866184,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,6,2,23,2024-06,Thursday,86,11352,854832,98.69
3522,2023-01-08,FAN_STD,CON_6,121,2971,359491,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,1,1,1,2023-01,Sunday,88,10648,348843,97.04
3523,2024-12-31,ESP,CON_13,122,9085,1108370,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2024,12,4,1,2024-12,Tuesday,58,7076,1101294,99.36
3524,2022-06-28,BL_CHOP,CON_16,106,1854,196524,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2022,6,2,26,2022-06,Tuesday,39,4134,192390,97.9
3525,2023-10-16,EX_FLAT,CON_4,126,2126,267876,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2023,10,4,42,2023-10,Monday,71,8946,258930,96.66
3526,2020-11-06,BL_KIT,CON_9,124,3041,377084,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2020,11,4,45,2020-11,Friday,102,12648,364436,96.65
3527,2021-01-19,MX_IND,CON_22,117,7340,858780,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_22,450,11307,1826,2021,1,1,3,2021-01,Tuesday,59,6903,851877,99.2
3528,2020-06-25,BL_KIT,CON_21,123,3418,420414,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2020,6,2,26,2020-06,Thursday,102,12546,407868,97.02
3529,2021-02-09,SW,CON_3,143,1418,202774,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2021,2,1,6,2021-02,Tuesday,76,10868,191906,94.64
3530,2022-08-13,ESP,CON_13,132,9612,1268784,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2022,8,3,32,2022-08,Saturday,58,7656,1261128,99.4
3531,2023-06-20,EX_FLAT,CON_12,114,2040,232560,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2023,6,2,25,2023-06,Tuesday,71,8094,224466,96.52
3532,2020-01-12,MX_IND,CON_15,151,11379,1718229,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2020,1,1,2,2020-01,Sunday,59,8909,1709320,99.48
3533,2024-06-29,BL_KIT,CON_9,132,3355,442860,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2024,6,2,26,2024-06,Saturday,102,13464,429396,96.96
3534,2024-09-03,AF_75,CON_23,129,8131,1048899,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2024,9,3,36,2024-09,Tuesday,47,6063,1042836,99.42
3535,2022-12-01,AF_75,CON_2,129,8374,1080246,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2022,12,4,48,2022-12,Thursday,47,6063,1074183,99.44
3536,2022-02-16,AF_75,CON_14,104,8216,854464,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2022,2,1,7,2022-02,Wednesday,47,4888,849576,99.43
3537,2023-07-18,MX_IND,CON_15,112,9395,1052240,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2023,7,3,29,2023-07,Tuesday,59,6608,1045632,99.37
3538,2021-06-08,SW,CON_3,122,1743,212646,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2021,6,2,23,2021-06,Tuesday,76,9272,203374,95.64
3539,2022-03-21,MX_IND,CON_22,126,9585,1207710,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_22,450,11307,1826,2022,3,1,12,2022-03,Monday,59,7434,1200276,99.38
3540,2020-10-07,BL_CHOP,CON_11,111,2322,257742,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2020,10,4,41,2020-10,Wednesday,39,4329,253413,98.32
3541,2020-04-05,EX_FLAT,CON_20,117,1736,203112,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2020,4,2,14,2020-04,Sunday,71,8307,194805,95.91
3542,2021-08-30,AF_75,CON_14,129,9171,1183059,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2021,8,3,35,2021-08,Monday,47,6063,1176996,99.49
3543,2024-03-10,MX_IND,CON_17,115,8027,923105,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2024,3,1,10,2024-03,Sunday,59,6785,916320,99.26
3544,2024-06-13,BL_IND,CON_1,128,6296,805888,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,6,2,24,2024-06,Thursday,86,11008,794880,98.63
3545,2024-09-12,MX_IND,CON_15,128,7067,904576,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2024,9,3,37,2024-09,Thursday,59,7552,897024,99.17
3546,2023-01-31,EX_FLAT,CON_4,119,2176,258944,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2023,1,1,5,2023-01,Tuesday,71,8449,250495,96.74
3547,2021-01-17,BL_KIT,CON_9,117,2669,312273,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2021,1,1,2,2021-01,Sunday,102,11934,300339,96.18
3548,2023-06-01,SW,CON_3,128,1246,159488,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2023,6,2,22,2023-06,Thursday,76,9728,149760,93.9
3549,2024-04-14,BL_CHOP,CON_5,112,2303,257936,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2024,4,2,15,2024-04,Sunday,39,4368,253568,98.31
3550,2024-02-10,EX_FLAT,CON_4,119,1650,196350,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2024,2,1,6,2024-02,Saturday,71,8449,187901,95.7
3551,2021-06-12,BL_CHOP,CON_16,124,2176,269824,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2021,6,2,23,2021-06,Saturday,39,4836,264988,98.21
3552,2020-03-25,SW,CON_3,124,1251,155124,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2020,3,1,13,2020-03,Wednesday,76,9424,145700,93.92
3553,2020-07-05,BL_IND,CON_1,132,5010,661320,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2020,7,3,27,2020-07,Sunday,86,11352,649968,98.28
3554,2024-08-09,MX_IND,CON_17,119,7985,950215,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2024,8,3,32,2024-08,Friday,59,7021,943194,99.26
3555,2022-01-23,BL_KIT,CON_21,116,2877,333732,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2022,1,1,3,2022-01,Sunday,102,11832,321900,96.45
3556,2020-08-22,EX_CIRC,CON_18,108,2595,280260,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2020,8,3,34,2020-08,Saturday,88,9504,270756,96.61
3557,2022-08-23,EX_CIRC,CON_24,124,2227,276148,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2022,8,3,34,2022-08,Tuesday,88,10912,265236,96.05
3558,2022-09-13,MX_IND,CON_8,115,8365,961975,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2022,9,3,37,2022-09,Tuesday,59,6785,955190,99.29
3559,2021-07-14,MX_IND,CON_17,124,7143,885732,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2021,7,3,28,2021-07,Wednesday,59,7316,878416,99.17
3560,2023-07-11,EX_FLAT,CON_20,130,1813,235690,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2023,7,3,28,2023-07,Tuesday,71,9230,226460,96.08
3561,2024-10-12,BL_IND,CON_1,128,4228,541184,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2024,10,4,41,2024-10,Saturday,86,11008,530176,97.97
3562,2024-01-22,EX_CIRC,CON_18,113,2365,267245,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2024,1,1,4,2024-01,Monday,88,9944,257301,96.28
3563,2020-12-17,MX_IND,CON_15,118,11851,1398418,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2020,12,4,51,2020-12,Thursday,59,6962,1391456,99.5
3564,2023-04-09,ESP,CON_10,125,9785,1223125,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2023,4,2,14,2023-04,Sunday,58,7250,1215875,99.41
3565,2020-02-13,MX_IND,CON_8,121,7240,876040,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2020,2,1,7,2020-02,Thursday,59,7139,868901,99.19
3566,2021-01-16,AF_75,CON_2,129,9269,1195701,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2021,1,1,2,2021-01,Saturday,47,6063,1189638,99.49
3567,2024-12-27,ESP,CON_13,134,6806,912004,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2024,12,4,52,2024-12,Friday,58,7772,904232,99.15
3568,2020-10-25,EX_CIRC,CON_24,143,2437,348491,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2020,10,4,43,2020-10,Sunday,88,12584,335907,96.39
3569,2022-06-25,BL_IND,CON_1,106,4415,467990,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2022,6,2,25,2022-06,Saturday,86,9116,458874,98.05
3570,2020-09-30,AF_75,CON_2,129,9291,1198539,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2020,9,3,40,2020-09,Wednesday,47,6063,1192476,99.49
3571,2024-11-19,EX_CIRC,CON_18,126,2047,257922,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2024,11,4,47,2024-11,Tuesday,88,11088,246834,95.7
3572,2023-09-25,AF_75,CON_23,111,9022,1001442,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2023,9,3,39,2023-09,Monday,47,5217,996225,99.48
3573,2022-05-18,MX_IND,CON_8,102,11845,1208190,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2022,5,2,20,2022-05,Wednesday,59,6018,1202172,99.5
3574,2021-05-29,ESP,CON_13,117,6608,773136,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2021,5,2,21,2021-05,Saturday,58,6786,766350,99.12
3575,2023-11-05,EX_CIRC,CON_18,102,2766,282132,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2023,11,4,44,2023-11,Sunday,88,8976,273156,96.82
3576,2022-09-27,EX_FLAT,CON_4,130,2069,268970,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2022,9,3,39,2022-09,Tuesday,71,9230,259740,96.57
3577,2021-08-16,FAN_STD,CON_7,121,2644,319924,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2021,8,3,33,2021-08,Monday,88,10648,309276,96.67
3578,2020-11-26,ESP,CON_10,123,8335,1025205,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2020,11,4,48,2020-11,Thursday,58,7134,1018071,99.3
3579,2023-07-26,BL_CHOP,CON_16,122,2425,295850,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2023,7,3,30,2023-07,Wednesday,39,4758,291092,98.39
3580,2020-11-18,MX_IND,CON_22,116,11915,1382140,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_22,450,11307,1826,2020,11,4,47,2020-11,Wednesday,59,6844,1375296,99.5
3581,2023-03-17,AF_75,CON_23,142,7711,1094962,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2023,3,1,11,2023-03,Friday,47,6674,1088288,99.39
3582,2022-09-23,MX_IND,CON_17,109,8318,906662,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2022,9,3,38,2022-09,Friday,59,6431,900231,99.29
3583,2024-07-29,BL_CHOP,CON_5,122,2526,308172,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2024,7,3,31,2024-07,Monday,39,4758,303414,98.46
3584,2022-11-24,FAN_STD,CON_6,101,2102,212302,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2022,11,4,47,2022-11,Thursday,88,8888,203414,95.81
3585,2024-02-12,BL_KIT,CON_9,129,3120,402480,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2024,2,1,7,2024-02,Monday,102,13158,389322,96.73
3586,2020-02-15,BL_CHOP,CON_5,126,2442,307692,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2020,2,1,7,2020-02,Saturday,39,4914,302778,98.4
3587,2020-10-15,AF_5,CON_19,116,4955,574780,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2020,10,4,42,2020-10,Thursday,74,8584,566196,98.51
3588,2021-12-31,BL_KIT,CON_21,122,2699,329278,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_21,265,2642,1826,2021,12,4,52,2021-12,Friday,102,12444,316834,96.22
